,ticker,expiration,timeToMaturity,strike,optionType,lastPrice,bid,ask,impliedVolatility,inTheMoney,spotPrice,interestRate
26,NVDA,2025-03-21,0.016438,54.0,Call,52.32,66.8,67.3,2.746096884765625,True,120.742897,4.188
27,NVDA,2025-03-21,0.016438,55.0,Call,60.0,65.7,66.1,2.4140664648437498,True,120.742897,4.188
28,NVDA,2025-03-21,0.016438,56.0,Call,59.25,64.85,65.2,2.5957066357421876,True,120.742897,4.188
29,NVDA,2025-03-21,0.016438,58.0,Call,58.36,62.6,63.1,2.1328171679687498,True,120.742897,4.188
30,NVDA,2025-03-21,0.016438,60.0,Call,60.96,60.65,61.0,1.9609376953125,True,120.742897,4.188
31,NVDA,2025-03-21,0.016438,62.0,Call,48.65,58.7,59.1,2.0742235644531246,True,120.742897,4.188
32,NVDA,2025-03-21,0.016438,64.0,Call,49.6,56.85,57.2,2.1875045312499997,True,120.742897,4.188
33,NVDA,2025-03-21,0.016438,65.0,Call,55.85,55.7,56.2,2.031254921875,True,120.742897,4.188
34,NVDA,2025-03-21,0.016438,66.0,Call,49.5,54.6,55.15,1.8476570117187499,True,120.742897,4.188
35,NVDA,2025-03-21,0.016438,68.0,Call,53.4,52.7,53.2,1.896484892578125,True,120.742897,4.188
36,NVDA,2025-03-21,0.016438,70.0,Call,50.88,50.65,51.1,1.68359533203125,True,120.742897,4.188
37,NVDA,2025-03-21,0.016438,71.0,Call,48.95,49.8,50.2,1.8359383203124997,True,120.742897,4.188
38,NVDA,2025-03-21,0.016438,72.0,Call,48.85,48.95,49.15,1.8515632421875,True,120.742897,4.188
39,NVDA,2025-03-21,0.016438,73.0,Call,48.05,47.8,48.15,1.720704521484375,True,120.742897,4.188
40,NVDA,2025-03-21,0.016438,74.0,Call,46.8,46.8,47.1,1.646486142578125,True,120.742897,4.188
41,NVDA,2025-03-21,0.016438,75.0,Call,45.45,45.85,46.15,1.6679704101562502,True,120.742897,4.188
42,NVDA,2025-03-21,0.016438,76.0,Call,44.8,44.8,45.0,1.4960962695312499,True,120.742897,4.188
43,NVDA,2025-03-21,0.016438,77.0,Call,44.05,43.85,44.2,1.61328318359375,True,120.742897,4.188
44,NVDA,2025-03-21,0.016438,78.0,Call,39.15,42.7,43.1,1.421877890625,True,120.742897,4.188
45,NVDA,2025-03-21,0.016438,79.0,Call,42.1,41.8,42.05,1.419924775390625,True,120.742897,4.188
46,NVDA,2025-03-21,0.016438,80.0,Call,40.71,40.85,41.05,1.4140654296875002,True,120.742897,4.188
47,NVDA,2025-03-21,0.016438,81.0,Call,38.95,39.95,40.0,1.404299853515625,True,120.742897,4.188
48,NVDA,2025-03-21,0.016438,82.0,Call,39.0,38.85,39.05,1.3398470507812497,True,120.742897,4.188
49,NVDA,2025-03-21,0.016438,83.0,Call,36.85,37.85,38.25,1.4013701806640624,True,120.742897,4.188
50,NVDA,2025-03-21,0.016438,84.0,Call,37.1,36.9,37.05,1.29297228515625,True,120.742897,4.188
51,NVDA,2025-03-21,0.016438,85.0,Call,36.0,36.0,36.15,1.3457063964843747,True,120.742897,4.188
52,NVDA,2025-03-21,0.016438,86.0,Call,34.6,35.0,35.2,1.3261752441406247,True,120.742897,4.188
53,NVDA,2025-03-21,0.016438,88.0,Call,33.2,32.9,33.05,1.150394873046875,True,120.742897,4.188
54,NVDA,2025-03-21,0.016438,90.0,Call,31.2,31.0,31.1,1.140629296875,True,120.742897,4.188
55,NVDA,2025-03-21,0.016438,92.0,Call,29.05,28.95,29.05,1.0312548437500002,True,120.742897,4.188
56,NVDA,2025-03-21,0.016438,94.0,Call,27.05,27.05,27.2,1.0449266503906252,True,120.742897,4.188
57,NVDA,2025-03-21,0.016438,95.0,Call,26.3,26.0,26.1,0.96289099609375,True,120.742897,4.188
58,NVDA,2025-03-21,0.016438,96.0,Call,25.27,25.1,25.2,0.9863282617187501,True,120.742897,4.188
59,NVDA,2025-03-21,0.016438,98.0,Call,23.37,22.95,23.1,0.8437515624999999,True,120.742897,4.188
60,NVDA,2025-03-21,0.016438,100.0,Call,21.35,21.2,21.25,0.87695435546875,True,120.742897,4.188
61,NVDA,2025-03-21,0.016438,102.0,Call,19.25,19.15,19.25,0.7939473730468749,True,120.742897,4.188
62,NVDA,2025-03-21,0.016438,104.0,Call,17.25,17.3,17.4,0.7778342529296876,True,120.742897,4.188
63,NVDA,2025-03-21,0.016438,105.0,Call,16.3,16.3,16.4,0.7402369726562499,True,120.742897,4.188
64,NVDA,2025-03-21,0.016438,106.0,Call,15.35,15.35,15.45,0.7187528125,True,120.742897,4.188
65,NVDA,2025-03-21,0.016438,108.0,Call,13.6,13.6,13.7,0.710940390625,True,120.742897,4.188
66,NVDA,2025-03-21,0.016438,110.0,Call,11.62,11.7,11.8,0.6528355029296876,True,120.742897,4.188
67,NVDA,2025-03-21,0.016438,112.0,Call,10.1,10.1,10.15,0.6457554956054687,True,120.742897,4.188
68,NVDA,2025-03-21,0.016438,114.0,Call,8.6,8.55,8.6,0.6337927246093751,True,120.742897,4.188
69,NVDA,2025-03-21,0.016438,115.0,Call,7.65,7.8,7.85,0.6254920263671876,True,120.742897,4.188
70,NVDA,2025-03-21,0.016438,116.0,Call,6.95,7.0,7.05,0.6044961425781252,True,120.742897,4.188
71,NVDA,2025-03-21,0.016438,118.0,Call,5.65,5.65,5.7,0.5888712988281251,True,120.742897,4.188
72,NVDA,2025-03-21,0.016438,120.0,Call,4.5,4.45,4.5,0.5744671459960937,True,120.742897,4.188
73,NVDA,2025-03-21,0.016438,122.0,Call,3.5,3.5,3.55,0.5742230078125,False,120.742897,4.188
74,NVDA,2025-03-21,0.016438,124.0,Call,2.62,2.64,2.65,0.5620160986328125,False,120.742897,4.188
75,NVDA,2025-03-21,0.016438,125.0,Call,2.25,2.25,2.27,0.5554243676757813,False,120.742897,4.188
76,NVDA,2025-03-21,0.016438,126.0,Call,1.87,1.88,1.9,0.5454147021484376,False,120.742897,4.188
77,NVDA,2025-03-21,0.016438,128.0,Call,1.4,1.37,1.39,0.5449264257812501,False,120.742897,4.188
78,NVDA,2025-03-21,0.016438,129.0,Call,1.15,1.14,1.15,0.5400436621093752,False,120.742897,4.188
79,NVDA,2025-03-21,0.016438,130.0,Call,0.95,0.95,0.96,0.5380905566406251,False,120.742897,4.188
80,NVDA,2025-03-21,0.016438,131.0,Call,0.8,0.78,0.79,0.5346726220703125,False,120.742897,4.188
81,NVDA,2025-03-21,0.016438,132.0,Call,0.67,0.65,0.66,0.5351608984375,False,120.742897,4.188
82,NVDA,2025-03-21,0.016438,133.0,Call,0.54,0.54,0.56,0.5376022802734376,False,120.742897,4.188
83,NVDA,2025-03-21,0.016438,134.0,Call,0.45,0.45,0.46,0.5380905566406251,False,120.742897,4.188
84,NVDA,2025-03-21,0.016438,135.0,Call,0.37,0.37,0.38,0.5385788330078126,False,120.742897,4.188
85,NVDA,2025-03-21,0.016438,136.0,Call,0.32,0.31,0.32,0.5419967675781252,False,120.742897,4.188
86,NVDA,2025-03-21,0.016438,137.0,Call,0.26,0.25,0.26,0.5419967675781252,False,120.742897,4.188
87,NVDA,2025-03-21,0.016438,138.0,Call,0.22,0.22,0.23,0.5507857421875001,False,120.742897,4.188
88,NVDA,2025-03-21,0.016438,139.0,Call,0.18,0.18,0.19,0.55273884765625,False,120.742897,4.188
89,NVDA,2025-03-21,0.016438,140.0,Call,0.16,0.15,0.16,0.5566450585937501,False,120.742897,4.188
90,NVDA,2025-03-21,0.016438,141.0,Call,0.14,0.13,0.14,0.5644574804687501,False,120.742897,4.188
91,NVDA,2025-03-21,0.016438,142.0,Call,0.11,0.11,0.12,0.569340244140625,False,120.742897,4.188
92,NVDA,2025-03-21,0.016438,143.0,Call,0.1,0.09,0.1,0.5722699023437501,False,120.742897,4.188
93,NVDA,2025-03-21,0.016438,144.0,Call,0.08,0.08,0.09,0.5820354296875,False,120.742897,4.188
94,NVDA,2025-03-21,0.016438,145.0,Call,0.07,0.07,0.08,0.5898478515625001,False,120.742897,4.188
95,NVDA,2025-03-21,0.016438,146.0,Call,0.07,0.06,0.07,0.59570716796875,False,120.742897,4.188
96,NVDA,2025-03-21,0.016438,147.0,Call,0.06,0.05,0.06,0.5976602734375001,False,120.742897,4.188
97,NVDA,2025-03-21,0.016438,148.0,Call,0.06,0.05,0.06,0.6171913281250001,False,120.742897,4.188
98,NVDA,2025-03-21,0.016438,149.0,Call,0.05,0.05,0.06,0.632816171875,False,120.742897,4.188
99,NVDA,2025-03-21,0.016438,150.0,Call,0.04,0.04,0.05,0.632816171875,False,120.742897,4.188
100,NVDA,2025-03-21,0.016438,151.0,Call,0.04,0.04,0.05,0.6523472265625001,False,120.742897,4.188
101,NVDA,2025-03-21,0.016438,152.0,Call,0.03,0.03,0.04,0.648441015625,False,120.742897,4.188
102,NVDA,2025-03-21,0.016438,152.5,Call,0.03,0.03,0.04,0.6562534375000001,False,120.742897,4.188
103,NVDA,2025-03-21,0.016438,153.0,Call,0.04,0.03,0.04,0.6640658593750002,False,120.742897,4.188
104,NVDA,2025-03-21,0.016438,154.0,Call,0.04,0.03,0.04,0.6796907031250001,False,120.742897,4.188
105,NVDA,2025-03-21,0.016438,155.0,Call,0.03,0.02,0.03,0.6679720703125002,False,120.742897,4.188
106,NVDA,2025-03-21,0.016438,156.0,Call,0.03,0.02,0.03,0.6796907031250001,False,120.742897,4.188
107,NVDA,2025-03-21,0.016438,157.0,Call,0.03,0.02,0.03,0.6953155468750001,False,120.742897,4.188
108,NVDA,2025-03-21,0.016438,157.5,Call,0.03,0.02,0.03,0.70312796875,False,120.742897,4.188
109,NVDA,2025-03-21,0.016438,158.0,Call,0.02,0.02,0.03,0.710940390625,False,120.742897,4.188
110,NVDA,2025-03-21,0.016438,159.0,Call,0.03,0.02,0.03,0.726565234375,False,120.742897,4.188
111,NVDA,2025-03-21,0.016438,160.0,Call,0.02,0.02,0.03,0.7421900781249999,False,120.742897,4.188
112,NVDA,2025-03-21,0.016438,161.0,Call,0.02,0.02,0.03,0.7578149218750001,False,120.742897,4.188
113,NVDA,2025-03-21,0.016438,162.0,Call,0.01,0.01,0.02,0.73437765625,False,120.742897,4.188
114,NVDA,2025-03-21,0.016438,162.5,Call,0.02,0.01,0.02,0.73437765625,False,120.742897,4.188
115,NVDA,2025-03-21,0.016438,163.0,Call,0.01,0.01,0.02,0.7421900781249999,False,120.742897,4.188
116,NVDA,2025-03-21,0.016438,164.0,Call,0.02,0.01,0.02,0.7578149218750001,False,120.742897,4.188
117,NVDA,2025-03-21,0.016438,165.0,Call,0.02,0.01,0.02,0.7656273437500001,False,120.742897,4.188
118,NVDA,2025-03-21,0.016438,166.0,Call,0.01,0.01,0.02,0.7812521875,False,120.742897,4.188
119,NVDA,2025-03-21,0.016438,167.0,Call,0.02,0.01,0.02,0.79687703125,False,120.742897,4.188
120,NVDA,2025-03-21,0.016438,168.0,Call,0.02,0.01,0.02,0.8125018749999999,False,120.742897,4.188
121,NVDA,2025-03-21,0.016438,169.0,Call,0.03,0.01,0.02,0.8203142968749999,False,120.742897,4.188
122,NVDA,2025-03-21,0.016438,170.0,Call,0.01,0.01,0.02,0.8359391406249999,False,120.742897,4.188
123,NVDA,2025-03-21,0.016438,171.0,Call,0.01,0.01,0.02,0.8437515624999999,False,120.742897,4.188
124,NVDA,2025-03-21,0.016438,172.0,Call,0.02,0.01,0.02,0.85937640625,False,120.742897,4.188
125,NVDA,2025-03-21,0.016438,173.0,Call,0.01,0.01,0.02,0.87500125,False,120.742897,4.188
126,NVDA,2025-03-21,0.016438,174.0,Call,0.01,0.0,0.01,0.8125018749999999,False,120.742897,4.188
127,NVDA,2025-03-21,0.016438,175.0,Call,0.01,0.0,0.01,0.8125018749999999,False,120.742897,4.188
128,NVDA,2025-03-21,0.016438,176.0,Call,0.01,0.0,0.01,0.8125018749999999,False,120.742897,4.188
129,NVDA,2025-03-21,0.016438,177.0,Call,0.01,0.0,0.01,0.8437515624999999,False,120.742897,4.188
130,NVDA,2025-03-21,0.016438,178.0,Call,0.02,0.0,0.01,0.8437515624999999,False,120.742897,4.188
131,NVDA,2025-03-21,0.016438,179.0,Call,0.02,0.0,0.01,0.8437515624999999,False,120.742897,4.188
132,NVDA,2025-03-21,0.016438,180.0,Call,0.01,0.0,0.01,0.87500125,False,120.742897,4.188
133,NVDA,2025-03-21,0.016438,181.0,Call,0.01,0.0,0.01,0.87500125,False,120.742897,4.188
134,NVDA,2025-03-21,0.016438,182.0,Call,0.01,0.0,0.01,0.87500125,False,120.742897,4.188
135,NVDA,2025-03-21,0.016438,183.0,Call,0.03,0.0,0.01,0.9062509375,False,120.742897,4.188
136,NVDA,2025-03-21,0.016438,184.0,Call,0.01,0.0,0.01,0.9062509375,False,120.742897,4.188
137,NVDA,2025-03-21,0.016438,185.0,Call,0.01,0.0,0.01,0.9062509375,False,120.742897,4.188
138,NVDA,2025-03-21,0.016438,186.0,Call,0.01,0.0,0.01,0.937500625,False,120.742897,4.188
139,NVDA,2025-03-21,0.016438,187.0,Call,0.02,0.0,0.01,0.937500625,False,120.742897,4.188
140,NVDA,2025-03-21,0.016438,188.0,Call,0.01,0.0,0.01,0.937500625,False,120.742897,4.188
141,NVDA,2025-03-21,0.016438,189.0,Call,0.02,0.0,0.01,0.9687503125,False,120.742897,4.188
142,NVDA,2025-03-21,0.016438,190.0,Call,0.01,0.0,0.01,0.9687503125,False,120.742897,4.188
143,NVDA,2025-03-21,0.016438,191.0,Call,0.01,0.0,0.01,0.9687503125,False,120.742897,4.188
144,NVDA,2025-03-21,0.016438,192.0,Call,0.01,0.0,0.01,0.98437515625,False,120.742897,4.188
145,NVDA,2025-03-21,0.016438,193.0,Call,0.01,0.0,0.01,1.000005,False,120.742897,4.188
146,NVDA,2025-03-21,0.016438,194.0,Call,0.01,0.0,0.01,1.000005,False,120.742897,4.188
147,NVDA,2025-03-21,0.016438,195.0,Call,0.01,0.0,0.01,1.0312548437500002,False,120.742897,4.188
148,NVDA,2025-03-21,0.016438,200.0,Call,0.01,0.0,0.01,1.0625046875000002,False,120.742897,4.188
149,NVDA,2025-03-21,0.016438,205.0,Call,0.01,0.0,0.01,1.125004375,False,120.742897,4.188
150,NVDA,2025-03-21,0.016438,210.0,Call,0.01,0.0,0.01,1.15625421875,False,120.742897,4.188
151,NVDA,2025-03-21,0.016438,212.0,Call,0.01,0.0,0.01,1.1875040625,False,120.742897,4.188
152,NVDA,2025-03-21,0.016438,213.0,Call,0.01,0.0,0.01,1.1875040625,False,120.742897,4.188
153,NVDA,2025-03-21,0.016438,214.0,Call,0.01,0.0,0.01,1.1875040625,False,120.742897,4.188
154,NVDA,2025-03-21,0.016438,215.0,Call,0.01,0.0,0.01,1.21875390625,False,120.742897,4.188
155,NVDA,2025-03-21,0.016438,216.0,Call,0.01,0.0,0.01,1.21875390625,False,120.742897,4.188
156,NVDA,2025-03-21,0.016438,217.0,Call,0.01,0.0,0.01,1.21875390625,False,120.742897,4.188
157,NVDA,2025-03-21,0.016438,218.0,Call,0.01,0.0,0.01,1.2500037499999999,False,120.742897,4.188
158,NVDA,2025-03-21,0.016438,219.0,Call,0.01,0.0,0.01,1.2500037499999999,False,120.742897,4.188
159,NVDA,2025-03-21,0.016438,220.0,Call,0.01,0.0,0.01,1.2500037499999999,False,120.742897,4.188
160,NVDA,2025-03-21,0.016438,221.0,Call,0.01,0.0,0.01,1.2500037499999999,False,120.742897,4.188
161,NVDA,2025-03-21,0.016438,222.0,Call,0.01,0.0,0.01,1.2812535937499998,False,120.742897,4.188
162,NVDA,2025-03-21,0.016438,223.0,Call,0.01,0.0,0.01,1.2812535937499998,False,120.742897,4.188
163,NVDA,2025-03-21,0.016438,224.0,Call,0.01,0.0,0.01,1.2812535937499998,False,120.742897,4.188
164,NVDA,2025-03-21,0.016438,225.0,Call,0.01,0.0,0.01,1.3125034374999998,False,120.742897,4.188
165,NVDA,2025-03-21,0.016438,226.0,Call,0.01,0.0,0.01,1.3125034374999998,False,120.742897,4.188
166,NVDA,2025-03-21,0.016438,227.0,Call,0.01,0.0,0.01,1.3125034374999998,False,120.742897,4.188
167,NVDA,2025-03-21,0.016438,228.0,Call,0.01,0.0,0.01,1.3125034374999998,False,120.742897,4.188
168,NVDA,2025-03-21,0.016438,230.0,Call,0.01,0.0,0.01,1.3437532812499997,False,120.742897,4.188
169,NVDA,2025-03-21,0.016438,235.0,Call,0.01,0.0,0.01,1.3750031249999999,False,120.742897,4.188
170,NVDA,2025-03-21,0.016438,240.0,Call,0.01,0.0,0.01,1.40625296875,False,120.742897,4.188
171,NVDA,2025-03-21,0.016438,245.0,Call,0.01,0.0,0.01,1.4375028125,False,120.742897,4.188
172,NVDA,2025-03-21,0.016438,250.0,Call,0.01,0.0,0.01,1.5000025,False,120.742897,4.188
173,NVDA,2025-03-21,0.016438,255.0,Call,0.01,0.0,0.01,1.5312523437499999,False,120.742897,4.188
174,NVDA,2025-03-21,0.016438,260.0,Call,0.02,0.0,0.01,1.5625021874999998,False,120.742897,4.188
175,NVDA,2025-03-21,0.016438,265.0,Call,0.01,0.0,0.01,1.5937520312499998,False,120.742897,4.188
176,NVDA,2025-03-21,0.016438,270.0,Call,0.02,0.0,0.01,1.625001875,False,120.742897,4.188
177,NVDA,2025-03-21,0.016438,275.0,Call,0.01,0.0,0.01,1.6875015625,False,120.742897,4.188
178,NVDA,2025-03-21,0.016438,280.0,Call,0.01,0.0,0.01,1.6875015625,False,120.742897,4.188
179,NVDA,2025-03-21,0.016438,290.0,Call,0.01,0.0,0.01,1.75000125,False,120.742897,4.188
180,NVDA,2025-03-21,0.016438,300.0,Call,0.01,0.0,0.01,1.8125009374999999,False,120.742897,4.188
181,NVDA,2025-03-21,0.016438,320.0,Call,717.62,899.1,912.05,0.0,False,120.742897,4.188
182,NVDA,2025-03-21,0.016438,350.0,Call,867.34,870.7,883.45,0.0,False,120.742897,4.188
183,NVDA,2025-03-21,0.016438,360.0,Call,793.39,861.25,873.9,0.0,False,120.742897,4.188
184,NVDA,2025-03-21,0.016438,370.0,Call,845.0,851.8,865.1,0.0,False,120.742897,4.188
185,NVDA,2025-03-21,0.016438,380.0,Call,686.3,842.25,855.9,0.0,False,120.742897,4.188
186,NVDA,2025-03-21,0.016438,390.0,Call,776.56,832.9,845.8,0.0,False,120.742897,4.188
187,NVDA,2025-03-21,0.016438,400.0,Call,812.15,823.6,836.95,0.0,False,120.742897,4.188
188,NVDA,2025-03-21,0.016438,410.0,Call,802.68,814.05,827.55,0.0,False,120.742897,4.188
189,NVDA,2025-03-21,0.016438,420.0,Call,480.0,740.2,759.2,0.0,False,120.742897,4.188
190,NVDA,2025-03-21,0.016438,430.0,Call,549.28,794.75,808.7,0.0,False,120.742897,4.188
191,NVDA,2025-03-21,0.016438,440.0,Call,494.17,790.0,798.1,0.0,False,120.742897,4.188
192,NVDA,2025-03-21,0.016438,450.0,Call,776.35,776.45,789.6,0.0,False,120.742897,4.188
193,NVDA,2025-03-21,0.016438,460.0,Call,462.7,767.15,779.65,0.0,False,120.742897,4.188
194,NVDA,2025-03-21,0.016438,470.0,Call,580.99,758.25,769.65,0.0,False,120.742897,4.188
195,NVDA,2025-03-21,0.016438,480.0,Call,581.33,748.95,760.1,0.0,False,120.742897,4.188
196,NVDA,2025-03-21,0.016438,490.0,Call,684.18,739.45,750.4,0.0,False,120.742897,4.188
197,NVDA,2025-03-21,0.016438,500.0,Call,745.5,730.9,741.75,0.0,False,120.742897,4.188
198,NVDA,2025-03-21,0.016438,520.0,Call,631.85,712.1,722.75,0.0,False,120.742897,4.188
199,NVDA,2025-03-21,0.016438,540.0,Call,693.0,694.25,704.25,0.0,False,120.742897,4.188
200,NVDA,2025-03-21,0.016438,560.0,Call,609.25,675.55,687.15,0.0,False,120.742897,4.188
201,NVDA,2025-03-21,0.016438,580.0,Call,580.9,657.6,668.9,0.0,False,120.742897,4.188
202,NVDA,2025-03-21,0.016438,600.0,Call,625.01,639.7,650.5,0.0,False,120.742897,4.188
203,NVDA,2025-03-21,0.016438,620.0,Call,611.0,621.7,633.35,0.0,False,120.742897,4.188
204,NVDA,2025-03-21,0.016438,640.0,Call,549.07,604.8,616.15,0.0,False,120.742897,4.188
205,NVDA,2025-03-21,0.016438,660.0,Call,472.37,587.3,597.9,0.0,False,120.742897,4.188
206,NVDA,2025-03-21,0.016438,680.0,Call,559.8,572.0,580.05,0.0,False,120.742897,4.188
207,NVDA,2025-03-21,0.016438,700.0,Call,442.0,553.45,562.65,0.0,False,120.742897,4.188
208,NVDA,2025-03-21,0.016438,710.0,Call,484.75,546.15,553.25,0.0,False,120.742897,4.188
209,NVDA,2025-03-21,0.016438,720.0,Call,481.38,537.9,546.1,0.0,False,120.742897,4.188
210,NVDA,2025-03-21,0.016438,730.0,Call,473.37,528.6,537.2,0.0,False,120.742897,4.188
211,NVDA,2025-03-21,0.016438,740.0,Call,524.04,519.85,528.15,0.0,False,120.742897,4.188
212,NVDA,2025-03-21,0.016438,750.0,Call,513.75,511.5,521.55,0.0,False,120.742897,4.188
213,NVDA,2025-03-21,0.016438,760.0,Call,507.88,505.55,512.0,0.0,False,120.742897,4.188
214,NVDA,2025-03-21,0.016438,770.0,Call,505.65,496.0,504.85,0.0,False,120.742897,4.188
215,NVDA,2025-03-21,0.016438,780.0,Call,502.0,487.55,495.5,0.0,False,120.742897,4.188
216,NVDA,2025-03-21,0.016438,790.0,Call,473.15,479.4,488.35,0.0,False,120.742897,4.188
217,NVDA,2025-03-21,0.016438,800.0,Call,473.0,472.35,480.95,0.0,False,120.742897,4.188
218,NVDA,2025-03-21,0.016438,810.0,Call,458.45,463.85,472.55,0.0,False,120.742897,4.188
219,NVDA,2025-03-21,0.016438,820.0,Call,450.8,456.15,463.75,0.0,False,120.742897,4.188
220,NVDA,2025-03-21,0.016438,830.0,Call,441.0,448.85,456.55,0.0,False,120.742897,4.188
221,NVDA,2025-03-21,0.016438,840.0,Call,449.3,441.1,448.7,0.0,False,120.742897,4.188
222,NVDA,2025-03-21,0.016438,850.0,Call,444.0,436.0,440.8,0.0,False,120.742897,4.188
223,NVDA,2025-03-21,0.016438,860.0,Call,419.63,428.3,435.2,0.0,False,120.742897,4.188
224,NVDA,2025-03-21,0.016438,880.0,Call,405.24,413.5,420.3,0.0,False,120.742897,4.188
225,NVDA,2025-03-21,0.016438,900.0,Call,406.93,399.6,404.85,0.0,False,120.742897,4.188
226,NVDA,2025-03-21,0.016438,920.0,Call,380.0,382.35,392.85,0.0,False,120.742897,4.188
227,NVDA,2025-03-21,0.016438,940.0,Call,367.8,369.2,378.75,0.0,False,120.742897,4.188
228,NVDA,2025-03-21,0.016438,960.0,Call,361.4,356.35,365.55,0.0,False,120.742897,4.188
229,NVDA,2025-03-21,0.016438,980.0,Call,344.7,345.65,351.9,0.0,False,120.742897,4.188
230,NVDA,2025-03-21,0.016438,1000.0,Call,332.17,331.6,339.95,0.0,False,120.742897,4.188
231,NVDA,2025-03-21,0.016438,1020.0,Call,315.0,321.85,325.1,0.0,False,120.742897,4.188
232,NVDA,2025-03-21,0.016438,1040.0,Call,311.57,310.0,313.9,0.0,False,120.742897,4.188
233,NVDA,2025-03-21,0.016438,1060.0,Call,291.74,298.4,301.65,0.0,False,120.742897,4.188
234,NVDA,2025-03-21,0.016438,1080.0,Call,290.84,287.25,290.5,0.0,False,120.742897,4.188
235,NVDA,2025-03-21,0.016438,1100.0,Call,277.9,276.6,279.55,0.0,False,120.742897,4.188
236,NVDA,2025-03-21,0.016438,1120.0,Call,267.31,265.8,269.15,0.0,False,120.742897,4.188
237,NVDA,2025-03-21,0.016438,1140.0,Call,256.62,255.6,259.65,0.0,False,120.742897,4.188
238,NVDA,2025-03-21,0.016438,1160.0,Call,249.0,245.6,249.15,0.0,False,120.742897,4.188
239,NVDA,2025-03-21,0.016438,1180.0,Call,239.64,236.2,240.45,0.0,False,120.742897,4.188
240,NVDA,2025-03-21,0.016438,1200.0,Call,229.43,227.3,230.15,0.0,False,120.742897,4.188
241,NVDA,2025-03-21,0.016438,1220.0,Call,224.36,218.25,221.45,0.0,False,120.742897,4.188
242,NVDA,2025-03-21,0.016438,1240.0,Call,211.81,209.4,212.85,0.0,False,120.742897,4.188
243,NVDA,2025-03-21,0.016438,1260.0,Call,202.68,201.1,205.0,0.0,False,120.742897,4.188
244,NVDA,2025-03-21,0.016438,1280.0,Call,196.1,193.1,196.6,0.0,False,120.742897,4.188
245,NVDA,2025-03-21,0.016438,1300.0,Call,187.58,185.7,188.55,0.0,False,120.742897,4.188
246,NVDA,2025-03-21,0.016438,1320.0,Call,179.45,177.95,181.3,0.0,False,120.742897,4.188
