Ticker,Expiration,TimeToMaturity,Strike,OptionType,LastPrice,Bid,Ask,ImpliedVolatility,BisectionIV,BisectionTime,EFDprice,IFDprice,CNFDprice,EFDdelta,EFDgamma,EFDtheta,EFDvega,InTheMoney
NVDA,2025-03-21,0.016438,62,Call,48.65,58.7,59.1,2.07422,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,64,Call,49.6,56.85,57.2,2.1875,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,65,Call,55.85,55.7,56.2,2.03125,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,66,Call,49.5,54.6,55.15,1.84766,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,68,Call,53.4,52.7,53.2,1.89648,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,70,Call,50.88,50.65,51.1,1.6836,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,71,Call,48.95,49.8,50.2,1.83594,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,72,Call,48.85,48.95,49.15,1.85156,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,73,Call,48.05,47.8,48.15,1.7207,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,74,Call,46.8,46.8,47.1,1.64649,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,75,Call,45.45,45.85,46.15,1.66797,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,76,Call,44.8,44.8,45,1.4961,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,77,Call,44.05,43.85,44.2,1.61328,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,78,Call,39.15,42.7,43.1,1.42188,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,79,Call,42.1,41.8,42.05,1.41992,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,80,Call,40.71,40.85,41.05,1.41407,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,81,Call,38.95,39.95,40,1.4043,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,82,Call,39,38.85,39.05,1.33985,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,83,Call,36.85,37.85,38.25,1.40137,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,84,Call,37.1,36.9,37.05,1.29297,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,85,Call,36,36,36.15,1.34571,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,86,Call,34.6,35,35.2,1.32618,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,88,Call,33.2,32.9,33.05,1.15039,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,90,Call,31.2,31,31.1,1.14063,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,92,Call,29.05,28.95,29.05,1.03125,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,94,Call,27.05,27.05,27.2,1.04493,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,95,Call,26.3,26,26.1,0.962891,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,96,Call,25.27,25.1,25.2,0.986328,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,98,Call,23.37,22.95,23.1,0.843752,0,0,0,0,0,0,0,0,0,True
NVDA,2025-03-21,0.016438,100,Call,21.35,21.2,21.25,0.876954,0.987996,0.01391,21.2238,22.9305,20.7429,0.940231,0.0155483,-59.0395,1.83398,True
NVDA,2025-03-21,0.016438,102,Call,19.25,19.15,19.25,0.793947,0.891567,0.003392,19.1974,20.5549,18.7429,0.938196,0.0166049,-55.0773,1.8812,True
NVDA,2025-03-21,0.016438,104,Call,17.25,17.3,17.4,0.777834,0.878075,0.00331,17.3485,18.6316,16.7429,0.917453,0.0187917,-66.7794,2.3514,True
NVDA,2025-03-21,0.016438,105,Call,16.3,16.3,16.4,0.740237,0.834962,0.00338,16.3466,17.4891,15.7429,0.914006,0.0197187,-65.6348,2.42387,True
NVDA,2025-03-21,0.016438,106,Call,15.35,15.35,15.45,0.718753,0.811368,0.003187,15.3967,16.4567,14.7429,0.905097,0.0209466,-68.4415,2.60861,True
NVDA,2025-03-21,0.016438,108,Call,13.6,13.6,13.7,0.71094,0.806404,0.003194,13.6473,14.6552,12.7429,0.872263,0.0239642,-83.1788,3.22766,True
NVDA,2025-03-21,0.016438,110,Call,11.62,11.7,11.8,0.652836,0.7408,0.003418,11.7466,12.5537,10.7429,0.849896,0.0273829,-85.1935,3.60372,True
NVDA,2025-03-21,0.016438,112,Call,10.1,10.1,10.15,0.645755,0.73513,0.002446,10.1226,10.8712,8.7429,0.80281,0.0310375,-99.7524,4.28981,True
NVDA,2025-03-21,0.016438,114,Call,8.6,8.55,8.6,0.633793,0.72323,0.002816,8.57,9.24569,6.7429,0.749747,0.0346247,-111.855,4.91325,True
NVDA,2025-03-21,0.016438,115,Call,7.65,7.8,7.85,0.625492,0.714146,0.002511,7.8213,8.4509,5.7429,0.720892,0.0363798,-116.468,5.1979,True
NVDA,2025-03-21,0.016438,116,Call,6.95,7,7.05,0.604496,0.690669,0.002409,7.02207,7.57993,4.7429,0.693037,0.0385956,-117.573,5.43529,True
NVDA,2025-03-21,0.016438,118,Call,5.65,5.65,5.7,0.588871,0.673525,0.002141,5.66716,6.1454,2.7429,0.624564,0.041601,-123.526,5.87049,True
NVDA,2025-03-21,0.016438,120,Call,4.5,4.45,4.5,0.574467,0.658045,0.002386,4.46966,4.86585,0.742897,0.549183,0.0434375,-125.506,6.12593,True
NVDA,2025-03-21,0.016438,122,Call,3.5,3.5,3.55,0.574223,0.658417,0.002395,3.51974,3.86162,0,0.471209,0.0429636,-125.832,6.15247,False
NVDA,2025-03-21,0.016438,124,Call,2.62,2.64,2.65,0.562016,0.644949,0.002461,2.64354,2.9121,0,0.392892,0.0417466,-118.731,5.94857,False
NVDA,2025-03-21,0.016438,125,Call,2.25,2.25,2.27,0.555424,0.637677,0.002578,2.25618,2.49437,0,0.354098,0.0406182,-113.526,5.75129,False
NVDA,2025-03-21,0.016438,126,Call,1.87,1.88,1.9,0.545415,0.626175,0.002019,1.88634,2.0894,0,0.314952,0.0392562,-106.363,5.49372,False
NVDA,2025-03-21,0.016438,128,Call,1.4,1.37,1.39,0.544926,0.625992,0.003064,1.37587,1.53849,0,0.248764,0.034772,-94.7009,4.9022,False
NVDA,2025-03-21,0.016438,129,Call,1.15,1.14,1.15,0.540044,0.620439,0.003227,1.13853,1.28055,0,0.216578,0.0323749,-86.895,4.5337,False
NVDA,2025-03-21,0.016438,130,Call,0.95,0.95,0.96,0.538091,0.618299,0.003266,0.950842,1.0724,0,0.188453,0.0297747,-79.5499,4.17092,False
NVDA,2025-03-21,0.016438,131,Call,0.8,0.78,0.79,0.534673,0.614608,0.003248,0.782599,0.884937,0,0.162061,0.0271153,-71.745,3.7889,False
NVDA,2025-03-21,0.016438,132,Call,0.67,0.65,0.66,0.535161,0.615396,0.00312,0.651557,0.74207,0,0.139693,0.0244829,-65.0454,3.42791,False
NVDA,2025-03-21,0.016438,133,Call,0.54,0.54,0.56,0.537602,0.618127,0.003118,0.547856,0.62663,0,0.120761,0.0219825,-58.9845,3.09934,False
NVDA,2025-03-21,0.016438,134,Call,0.45,0.45,0.46,0.538091,0.618887,0.002725,0.452004,0.521149,0,0.102958,0.0195576,-52.6705,2.76182,False
NVDA,2025-03-21,0.016438,135,Call,0.37,0.37,0.38,0.538579,0.619769,0.003107,0.373373,0.431925,0,0.0876147,0.0172967,-46.7603,2.45265,False
NVDA,2025-03-21,0.016438,136,Call,0.32,0.31,0.32,0.541997,0.623982,0.003017,0.312293,0.365138,0,0.0750008,0.0152694,-41.8676,2.17856,False
NVDA,2025-03-21,0.016438,137,Call,0.26,0.25,0.26,0.541997,0.623385,0.00304,0.253274,0.297272,0,0.0627818,0.0132939,-36.4142,1.89922,False
NVDA,2025-03-21,0.016438,138,Call,0.22,0.22,0.23,0.550786,0.634444,0.003138,0.223155,0.264455,0,0.0555161,0.0118581,-33.6356,1.72513,False
NVDA,2025-03-21,0.016438,139,Call,0.18,0.18,0.19,0.552739,0.636323,0.002968,0.182984,0.218849,0,0.0466828,0.010289,-29.3744,1.50189,False
NVDA,2025-03-21,0.016438,140,Call,0.16,0.15,0.16,0.556645,0.640706,0.00284,0.153735,0.184666,0,0.0398783,0.00898298,-26.0065,1.32187,False
NVDA,2025-03-21,0.016438,141,Call,0.14,0.13,0.14,0.564457,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,142,Call,0.11,0.11,0.12,0.56934,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,143,Call,0.1,0.09,0.1,0.57227,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,144,Call,0.08,0.08,0.09,0.582035,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,145,Call,0.07,0.07,0.08,0.589848,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,146,Call,0.07,0.06,0.07,0.595707,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,147,Call,0.06,0.05,0.06,0.59766,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,148,Call,0.06,0.05,0.06,0.617191,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,149,Call,0.05,0.05,0.06,0.632816,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,150,Call,0.04,0.04,0.05,0.632816,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,151,Call,0.04,0.04,0.05,0.652347,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,152,Call,0.03,0.03,0.04,0.648441,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,152.5,Call,0.03,0.03,0.04,0.656253,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,153,Call,0.04,0.03,0.04,0.664066,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,154,Call,0.04,0.03,0.04,0.679691,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,155,Call,0.03,0.02,0.03,0.667972,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,156,Call,0.03,0.02,0.03,0.679691,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,157,Call,0.03,0.02,0.03,0.695316,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,157.5,Call,0.03,0.02,0.03,0.703128,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,158,Call,0.02,0.02,0.03,0.71094,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,159,Call,0.03,0.02,0.03,0.726565,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,160,Call,0.02,0.02,0.03,0.74219,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,161,Call,0.02,0.02,0.03,0.757815,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,162,Call,0.01,0.01,0.02,0.734378,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,162.5,Call,0.02,0.01,0.02,0.734378,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,163,Call,0.01,0.01,0.02,0.74219,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,164,Call,0.02,0.01,0.02,0.757815,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,165,Call,0.02,0.01,0.02,0.765627,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,166,Call,0.01,0.01,0.02,0.781252,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,167,Call,0.02,0.01,0.02,0.796877,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,168,Call,0.02,0.01,0.02,0.812502,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,169,Call,0.03,0.01,0.02,0.820314,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,170,Call,0.01,0.01,0.02,0.835939,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,171,Call,0.01,0.01,0.02,0.843752,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,172,Call,0.02,0.01,0.02,0.859376,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,173,Call,0.01,0.01,0.02,0.875001,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,174,Call,0.01,0,0.01,0.812502,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,175,Call,0.01,0,0.01,0.812502,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,176,Call,0.01,0,0.01,0.812502,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,177,Call,0.01,0,0.01,0.843752,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,178,Call,0.02,0,0.01,0.843752,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,179,Call,0.02,0,0.01,0.843752,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,180,Call,0.01,0,0.01,0.875001,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,181,Call,0.01,0,0.01,0.875001,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,182,Call,0.01,0,0.01,0.875001,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,183,Call,0.03,0,0.01,0.906251,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,184,Call,0.01,0,0.01,0.906251,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,185,Call,0.01,0,0.01,0.906251,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,186,Call,0.01,0,0.01,0.937501,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,187,Call,0.02,0,0.01,0.937501,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,188,Call,0.01,0,0.01,0.937501,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,189,Call,0.02,0,0.01,0.96875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,190,Call,0.01,0,0.01,0.96875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,191,Call,0.01,0,0.01,0.96875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,192,Call,0.01,0,0.01,0.984375,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,193,Call,0.01,0,0.01,1.00001,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,194,Call,0.01,0,0.01,1.00001,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,195,Call,0.01,0,0.01,1.03125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,200,Call,0.01,0,0.01,1.0625,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,205,Call,0.01,0,0.01,1.125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,210,Call,0.01,0,0.01,1.15625,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,212,Call,0.01,0,0.01,1.1875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,213,Call,0.01,0,0.01,1.1875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,214,Call,0.01,0,0.01,1.1875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,215,Call,0.01,0,0.01,1.21875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,216,Call,0.01,0,0.01,1.21875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,217,Call,0.01,0,0.01,1.21875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,218,Call,0.01,0,0.01,1.25,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,219,Call,0.01,0,0.01,1.25,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,220,Call,0.01,0,0.01,1.25,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,221,Call,0.01,0,0.01,1.25,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,222,Call,0.01,0,0.01,1.28125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,223,Call,0.01,0,0.01,1.28125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,224,Call,0.01,0,0.01,1.28125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,225,Call,0.01,0,0.01,1.3125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,226,Call,0.01,0,0.01,1.3125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,227,Call,0.01,0,0.01,1.3125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,228,Call,0.01,0,0.01,1.3125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,230,Call,0.01,0,0.01,1.34375,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,235,Call,0.01,0,0.01,1.375,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,240,Call,0.01,0,0.01,1.40625,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,245,Call,0.01,0,0.01,1.4375,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,250,Call,0.01,0,0.01,1.5,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,255,Call,0.01,0,0.01,1.53125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,260,Call,0.02,0,0.01,1.5625,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,265,Call,0.01,0,0.01,1.59375,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,270,Call,0.02,0,0.01,1.625,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,275,Call,0.01,0,0.01,1.6875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,280,Call,0.01,0,0.01,1.6875,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,290,Call,0.01,0,0.01,1.75,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,300,Call,0.01,0,0.01,1.8125,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,320,Call,717.62,899.1,912.05,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,350,Call,867.34,870.7,883.45,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,360,Call,793.39,861.25,873.9,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,370,Call,845,851.8,865.1,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,380,Call,686.3,842.25,855.9,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,390,Call,776.56,832.9,845.8,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,400,Call,812.15,823.6,836.95,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,410,Call,802.68,814.05,827.55,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,420,Call,480,740.2,759.2,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,430,Call,549.28,794.75,808.7,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,440,Call,494.17,790,798.1,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,450,Call,776.35,776.45,789.6,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,460,Call,462.7,767.15,779.65,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,470,Call,580.99,758.25,769.65,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,480,Call,581.33,748.95,760.1,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,490,Call,684.18,739.45,750.4,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,500,Call,745.5,730.9,741.75,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,520,Call,631.85,712.1,722.75,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,540,Call,693,694.25,704.25,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,560,Call,609.25,675.55,687.15,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,580,Call,580.9,657.6,668.9,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,600,Call,625.01,639.7,650.5,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,620,Call,611,621.7,633.35,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,640,Call,549.07,604.8,616.15,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,660,Call,472.37,587.3,597.9,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,680,Call,559.8,572,580.05,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,700,Call,442,553.45,562.65,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,710,Call,484.75,546.15,553.25,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,720,Call,481.38,537.9,546.1,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,730,Call,473.37,528.6,537.2,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,740,Call,524.04,519.85,528.15,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,750,Call,513.75,511.5,521.55,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,760,Call,507.88,505.55,512,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,770,Call,505.65,496,504.85,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,780,Call,502,487.55,495.5,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,790,Call,473.15,479.4,488.35,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,800,Call,473,472.35,480.95,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,810,Call,458.45,463.85,472.55,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,820,Call,450.8,456.15,463.75,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,830,Call,441,448.85,456.55,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,840,Call,449.3,441.1,448.7,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,850,Call,444,436,440.8,0,0,0,0,0,0,0,0,0,0,False
NVDA,2025-03-21,0.016438,860,Call,419.63,428.3,435.2,0,0,0,0,0,0,0,0,0,0,False
